# Three of these six are live in any one game -- the seed
# decides which. Written by hints.py from clauses.py; see
# hints.py on why the sentences are unique and what they
# assert is not.
# landmark	descriptor	sentence
Appian Way	something_famous_happened_here	HEARSAY. A doctor's receptionist told it to somebody who told us. The guide spent their whole talk on one afternoon in the place's history.
Appian Way	worked_the_same_way_for_centuries	REPORT. Taken from a signalman, who was reluctant: the tools in the shed were the same shape as the tools in the museum.
Aqueduct of Padre Tembleque	a_federation_of_states	SIGHTING. A girl selling cigarettes puts her there. The law changed under her when she crossed a line inside the country.
Aqueduct of Padre Tembleque	a_span_or_a_channel	RUMOUR. They are saying, on the word of a bank teller, that somebody had thrown a structure across a gap that wanted crossing.
Aqueduct of Padre Tembleque	in_north_america	REPORT. Taken from a boatman, who was reluctant: the postmark was North American.
Aqueduct of Padre Tembleque	in_the_american_states	RUMOUR. A market porter has been paid twice for this and it has not changed: the flags outside the ministry included the one for the hemisphere's assembly.
Aqueduct of Padre Tembleque	protected_only_recently	SIGHTING. A chemist puts her there. The protection on it is younger than the argument about whether it deserved it.
Aqueduct of Padre Tembleque	somebody_made_this_by_hand	REPORT. Taken from a bar steward, who was reluctant: you could see the tool marks if you got close, and they did.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	a_prime_minister_not_a_president	STATEMENT. A shoeshine boy, who has no reason to invent it, says the person who runs that country is answerable to a chamber, daily.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	an_old_quarter	RUMOUR. They are saying, on the word of a boatman, that the whole quarter is kept as it was, by law, down to the shutters.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	flies_the_ring_of_stars	HEARSAY. A bank teller told it to somebody who told us. The queue at the airport had a lane she was entitled to use.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	no_passport_needed_next_door	HEARSAY. A customs broker told it to somebody who told us. She crossed a border and nobody asked her for anything.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	protected_only_recently	NOTE. Left for us by a coach driver. The paperwork protecting it is more recent than her passport.
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale	two_traditions_met_here	STATEMENT. A shoeshine boy, who has no reason to invent it, says the place is a seam between two traditions and neither one won.
Arabian Oryx Sanctuary	a_reserve	REPORT. Taken from a cook, who was reluctant: they were asked to keep to the track and given a reason.
Arabian Oryx Sanctuary	in_the_arab_league	RUMOUR. A money changer has been paid twice for this and it has not changed: the newspapers on the stand were in the script of the League.
Arabian Oryx Sanctuary	in_the_islamic_conference	NOTE. Left for us by a bus conductor. The year on the newspaper was not the year on their watch.
Arabian Oryx Sanctuary	protected_in_the_eighties_or_nineties	SIGHTING. A groundsman puts her there. The listing predates the internet and the office still keeps it on cards.
Arabian Oryx Sanctuary	the_last_animals_of_their_kind	SIGHTING. A customs officer off duty puts her there. There is a species in that valley and no other valley.
Arabian Oryx Sanctuary	within_living_memory	STATEMENT. A scene-shifter will swear to this and to nothing else: it is modern, whatever the postcards imply.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	in_north_america	STATEMENT. A hotel maid will swear to this and to nothing else: the manifest put her on a North American route.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	in_the_american_states	WIRE. Relayed by a piano tuner and not yet checked: her visa was of the kind the American states issue one another.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	inside_the_tropics	HEARSAY. A taxi driver told it to somebody who told us. The fans were running in every room they went into.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	protected_around_the_millennium	RUMOUR. They are saying, on the word of a hotel maid, that the listing paperwork they were shown was signed the year the century turned.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	the_last_of_its_people	SIGHTING. A market porter puts her there. The people who made it are gone and this is the evidence of them.
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba	west_of_greenwich	STATEMENT. A stringer for the wire service will swear to this and to nothing else: she was west of us and the whole day was behind.
Archaeological Site of Sabratha	a_dug_site	STATEMENT. A groundsman will swear to this and to nothing else: there were students on their knees with trowels and small brushes.
Archaeological Site of Sabratha	guarded_since_before_the_tourists	REPORT. A scene-shifter states that the file goes back further than anyone still working there.
Archaeological Site of Sabratha	in_africa	STATEMENT. A railway guard will swear to this and to nothing else: she is somewhere on the African continent, and that is as much as anyone will say.
Archaeological Site of Sabratha	in_the_arab_league	SIGHTING. A ticket clerk puts her there. The country sits with the Arab League and the holidays follow it.
Archaeological Site of Sabratha	in_the_islamic_conference	RUMOUR. A signalman has been paid twice for this and it has not changed: the public holidays followed a calendar that is not ours.
Archaeological Site of Sabratha	water_at_its_feet	HEARSAY. A baggage handler told it to somebody who told us. There was a jetty, and things arrived at it.
Area 51	in_north_america	SIGHTING. A nun saw a woman answering the description. Her ticket was issued somewhere in North America.
Area 51	in_the_american_states	WIRE. Relayed by a watchmaker and not yet checked: the country belongs to the organisation of the Americas and the paperwork shows it.
Area 51	one_of_the_twenty	RUMOUR. A nurse coming off shift has been paid twice for this and it has not changed: there was a police cordon for a summit of the twenty largest.
Area 51	under_the_atlantic_treaty	SIGHTING. A ticket clerk saw a woman answering the description. There were aircraft overhead in the markings of an alliance.
Area 51	west_of_greenwich	SIGHTING. A girl selling cigarettes saw a woman answering the description. They cabled at their breakfast and it reached us at our supper.
Area de Conservación Guanacaste World Heritage Site	a_reserve	SIGHTING. A market porter saw a woman answering the description. It is kept for what lives in it rather than for anybody visiting.
Area de Conservación Guanacaste World Heritage Site	in_north_america	STATEMENT. A piano tuner, who has no reason to invent it, says the notes in her hand were North American.
Area de Conservación Guanacaste World Heritage Site	in_the_american_states	STATEMENT. A locksmith, who has no reason to invent it, says there was a poster for a hemispheric conference in the post office.
Area de Conservación Guanacaste World Heritage Site	living_things_doing_what_they_do	HEARSAY. A nurse coming off shift told it to somebody who told us. It is protected for what happens there every year, not for what stands there.
Area de Conservación Guanacaste World Heritage Site	protected_around_the_millennium	SIGHTING. A locksmith saw a woman answering the description. The oldest permit in the file was issued a little before they were born.
Area de Conservación Guanacaste World Heritage Site	the_last_animals_of_their_kind	RUMOUR. They are saying, on the word of a bar steward, that the guides talk in numbers, and the numbers are two figures.
Arles, Roman and Romanesque Monuments	a_dug_site	NOTE. Left for us by a customs broker. Everything coming out of the ground was going into labelled trays.
Arles, Roman and Romanesque Monuments	a_president_who_governs	STATEMENT. A tailor will swear to this and to nothing else: the country has a president who signs things and means it.
Arles, Roman and Romanesque Monuments	flies_the_ring_of_stars	HEARSAY. A cook told it to somebody who told us. The queue at the airport had a lane she was entitled to use.
Arles, Roman and Romanesque Monuments	french_is_spoken_at_the_top	HEARSAY. A priest who would not give his name told it to somebody who told us. The courts there run in French and so does the civil service.
Arles, Roman and Romanesque Monuments	guarded_since_before_the_tourists	RUMOUR. They are saying, on the word of a piano tuner, that the file goes back further than anyone still working there.
